NC_1	NC_2	NC_3	NC_4	NC_5	NC_6	Tomato_1	Tomato_2	Tomato_3	Tomato_4	Tomato_5	Tomato_6
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0
0	0	0	0	6	2	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	3	0
0	0	0	0	0	8	0	0	0	0	0	0
0	0	0	0	0	8	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	3	0	5	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0
0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	0	8	0	0	0
0	0	0	0	0	0	0	0	5	0	0	3
0	0	0	0	0	0	0	0	0	8	0	0
0	0	0	0	0	0	0	0	0	8	0	0
0	0	0	0	0	0	0	0	0	0	8	0
0	0	0	0	0	0	0	0	0	0	0	8
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0
5	0	2	0	0	0	0	0	0	0	0	0
5	0	2	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	3	0
4	3	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	4	0	0	0	0
3	0	0	0	4	0	0	0	0	0	0	0
3	4	0	0	0	0	0	0	0	0	0	0
3	0	4	0	0	0	0	0	0	0	0	0
3	0	0	2	0	0	0	0	0	2	0	0
3	4	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0
0	7	0	0	0	0	0	0	0	0	0	0
0	3	0	0	4	0	0	0	0	0	0	0
0	2	3	0	2	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	2
0	0	0	4	0	0	0	0	0	0	3	0
0	0	0	4	3	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	4
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	2
0	0	0	0	0	7	0	0	0	0	0	0
0	0	0	0	0	3	0	0	4	0	0	0
0	0	0	0	0	0	7	0	0	0	0	0
0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	7	0	0
0	0	0	0	0	0	0	0	0	4	3	0
0	0	0	0	0	0	0	0	0	0	7	0
0	0	0	0	0	0	0	0	0	0	7	0
0	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	7
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	2	0	0	0	0	0
4	0	0	0	0	2	0	0	0	0	0	0
3	0	0	0	3	0	0	0	0	0	0	0
3	3	0	0	0	0	0	0	0	0	0	0
3	0	0	3	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	4	0	0
2	2	0	0	0	0	0	0	0	2	0	0
2	0	0	0	4	0	0	0	0	0	0	0
2	0	0	4	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	2
0	4	0	0	0	2	0	0	0	0	0	0
0	3	3	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0
0	0	4	2	0	0	0	0	0	0	0	0
0	0	3	3	0	0	0	0	0	0	0	0
0	0	2	4	0	0	0	0	0	0	0	0
0	0	2	0	4	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	4	2	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	0	0	0	0	6	0
0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	6
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	2	0	0	0
2	0	0	0	3	0	0	0	0	0	0	0
2	0	0	0	3	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	2	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0
0	0	3	0	0	2	0	0	0	0	0	0
0	0	3	0	0	0	2	0	0	0	0	0
0	0	2	0	3	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	2	0
0	0	0	3	2	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	3
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	3	0	2	0	0	0	0
0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	0	0	0	0	0	5	0
0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	5
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	2	0	0	0
0	2	0	0	0	0	0	0	0	2	0	0
0	2	0	0	0	2	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0
0	0	2	0	0	2	0	0	0	0	0	0
0	0	2	0	0	0	2	0	0	0	0	0
0	0	2	2	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	2	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	3	0	0	1	0	0
0	0	0	0	0	0	2	0	0	0	0	2
0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	4
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	2	0	0	1	0	0
0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	0	3
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	1	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0
